Time, B_0_0_RRR_100, B_3_0_RRR_100, B_0_0_RRR_200, B_3_0_RRR_200
2.270000000000000000e+02,1.250655503047378493e-08,1.256778452069453980e-08,1.239437942756903995e-08,1.245553356736056250e-08
2.280000000000000000e+02,1.257323417315808643e-08,1.263450887297127884e-08,1.246105507099418646e-08,1.252225389051908521e-08
2.290000000000000000e+02,1.263991061353601231e-08,1.270123082982909225e-08,1.252772804929244285e-08,1.258897186151095398e-08
2.300000000000000000e+02,1.270658487374451569e-08,1.276795091021535447e-08,1.259439888398471454e-08,1.265568799855130973e-08
2.310000000000000000e+02,1.277325746485957986e-08,1.283466962208359751e-08,1.266106808554501405e-08,1.272240280887839658e-08
2.320000000000000000e+02,1.283992888711482231e-08,1.290138746261025539e-08,1.272773615361863823e-08,1.278911678896977524e-08
2.330000000000000000e+02,1.290659963011649214e-08,1.296810491840785177e-08,1.279440357723677857e-08,1.285583042475506064e-08
2.340000000000000000e+02,1.297327017305493056e-08,1.303482246573472001e-08,1.286107083502760780e-08,1.292254419182516717e-08
2.350000000000000000e+02,1.303994098491253567e-08,1.310154057070128712e-08,1.292773839542386415e-08,1.298925855563814105e-08
2.360000000000000000e+02,1.310661252466813066e-08,1.316825968947279421e-08,1.299440671686688373e-08,1.305597397172148037e-08
2.370000000000000000e+02,1.317328524149784625e-08,1.323498026846863050e-08,1.306107624800712730e-08,1.312269088587102740e-08
2.380000000000000000e+02,1.323995957497248603e-08,1.330170274455815508e-08,1.312774742790121470e-08,1.318940973434638671e-08
2.390000000000000000e+02,1.330663595525135304e-08,1.336842754525306437e-08,1.319442068620544045e-08,1.325613094406292697e-08
2.400000000000000000e+02,1.337331480327264361e-08,1.343515508889634668e-08,1.326109644336585820e-08,1.332285493278035835e-08
2.410000000000000000e+02,1.343999653094039017e-08,1.350188578484786674e-08,1.332777511080491084e-08,1.338958210928792497e-08
2.420000000000000000e+02,1.350668154130795470e-08,1.356862003366650594e-08,1.339445709110465767e-08,1.345631287358624072e-08
2.430000000000000000e+02,1.357337022875812255e-08,1.363535822728897895e-08,1.346114277818656541e-08,1.352304761706573363e-08
2.440000000000000000e+02,1.364006297917987419e-08,1.370210074920535147e-08,1.352783255748803512e-08,1.358978672268185431e-08
2.450000000000000000e+02,1.370676017014178875e-08,1.376884797463123776e-08,1.359452680613551956e-08,1.365653056512694754e-08
2.460000000000000000e+02,1.377346217106219841e-08,1.383560027067677047e-08,1.366122589311444096e-08,1.372327951099892924e-08
2.470000000000000000e+02,1.384016934337602739e-08,1.390235799651233619e-08,1.372793017943578191e-08,1.379003391896670612e-08
2.480000000000000000e+02,1.390688204069847942e-08,1.396912150353112806e-08,1.379464001829953289e-08,1.385679413993246186e-08
2.490000000000000000e+02,1.397360060898553395e-08,1.403589113550860627e-08,1.386135575525496023e-08,1.392356051719082483e-08
2.500000000000000000e+02,1.404032538669128250e-08,1.410266722875878398e-08,1.392807772835772737e-08,1.399033338658490421e-08
2.510000000000000000e+02,1.410705670492222433e-08,1.416945011228753695e-08,1.399480626832395725e-08,1.405711307665931336e-08
2.520000000000000000e+02,1.417379488758847837e-08,1.423624010794284433e-08,1.406154169868126229e-08,1.412389990881019231e-08
2.530000000000000000e+02,1.424054025155203547e-08,1.430303753056209965e-08,1.412828433591676998e-08,1.419069419743223082e-08
2.540000000000000000e+02,1.430729310677200471e-08,1.436984268811644385e-08,1.419503448962219051e-08,1.425749625006281783e-08
2.550000000000000000e+02,1.437405375644701423e-08,1.443665588185228933e-08,1.426179246263602074e-08,1.432430636752329913e-08
2.560000000000000000e+02,1.444082249715470026e-08,1.450347740642995371e-08,1.432855855118284796e-08,1.439112484405739110e-08
2.570000000000000000e+02,1.450759961898839553e-08,1.457030755005950940e-08,1.439533304500986452e-08,1.445795196746684166e-08
2.580000000000000000e+02,1.457438540569105632e-08,1.463714659463391498e-08,1.446211622752062295e-08,1.452478801924432017e-08
2.590000000000000000e+02,1.464118013478646661e-08,1.470399481585943347e-08,1.452890837590606793e-08,1.459163327470365862e-08
2.600000000000000000e+02,1.470798407770775544e-08,1.477085248338338378e-08,1.459570976127289656e-08,1.465848800310740457e-08
2.610000000000000000e+02,1.477479749992327561e-08,1.483771986091929309e-08,1.466252064876927493e-08,1.472535246779177008e-08
2.620000000000000000e+02,1.484162066105993964e-08,1.490459720636951978e-08,1.472934129770802183e-08,1.479222692628906933e-08
2.630000000000000000e+02,1.490845381502396164e-08,1.497148477194528399e-08,1.479617196168720344e-08,1.485911163044759033e-08
2.640000000000000000e+02,1.497529721011915077e-08,1.503838280428430753e-08,1.486301288870828943e-08,1.492600682654904961e-08
2.650000000000000000e+02,1.504215108916275291e-08,1.510529154456598393e-08,1.492986432129184083e-08,1.499291275542359345e-08
2.660000000000000000e+02,1.510901568959885218e-08,1.517221122862415459e-08,1.499672649659078740e-08,1.505982965256240369e-08
2.670000000000000000e+02,1.517589124360949271e-08,1.523914208705760686e-08,1.506359964650141051e-08,1.512675774822805184e-08
2.680000000000000000e+02,1.524277797822338672e-08,1.530608434533818324e-08,1.513048399777193203e-08,1.519369726756245115e-08
2.690000000000000000e+02,1.530967611542245869e-08,1.537303822391673993e-08,1.519737977210892790e-08,1.526064843069265960e-08
2.700000000000000000e+02,1.537658587224610985e-08,1.544000393832684545e-08,1.526428718628146345e-08,1.532761145283442310e-08
2.710000000000000000e+02,1.544350746089327897e-08,1.550698169928629230e-08,1.533120645222306500e-08,1.539458654439358448e-08
2.720000000000000000e+02,1.551044108882245851e-08,1.557397171279656376e-08,1.539813777713158369e-08,1.546157391106536173e-08
2.730000000000000000e+02,1.557738695884947719e-08,1.564097418024012352e-08,1.546508136356689873e-08,1.552857375393153178e-08
2.740000000000000000e+02,1.564434526924338025e-08,1.570798929847574998e-08,1.553203740954668507e-08,1.559558626955566550e-08
2.750000000000000000e+02,1.571131621382017541e-08,1.577501725993181238e-08,1.559900610864002711e-08,1.566261165007620532e-08
2.760000000000000000e+02,1.577829998203466321e-08,1.584205825269763124e-08,1.566598765005919271e-08,1.572965008329776945e-08
2.770000000000000000e+02,1.584529675907032831e-08,1.590911246061286027e-08,1.573298221874938558e-08,1.579670175278038812e-08
2.780000000000000000e+02,1.591230672592733504e-08,1.597618006335508799e-08,1.579998999547666472e-08,1.586376683792697299e-08
2.790000000000000000e+02,1.597933005950865340e-08,1.604326123652545433e-08,1.586701115691397441e-08,1.593084551406886742e-08
2.800000000000000000e+02,1.604636693270439510e-08,1.611035615173260941e-08,1.593404587572538769e-08,1.599793795254964986e-08
2.810000000000000000e+02,1.611341751447433640e-08,1.617746497667478971e-08,1.600109432064854312e-08,1.606504432080713057e-08
2.820000000000000000e+02,1.618048196992874690e-08,1.624458787522024985e-08,1.606815665657537763e-08,1.613216478245366093e-08
2.830000000000000000e+02,1.624756046040744815e-08,1.631172500748590755e-08,1.613523304463111564e-08,1.619929949735470901e-08
2.840000000000000000e+02,1.631465314355724766e-08,1.637887652991441044e-08,1.620232364225161378e-08,1.626644862170578732e-08
2.850000000000000000e+02,1.638176017340774510e-08,1.644604259534954511e-08,1.626942860325908427e-08,1.633361230810780239e-08
2.860000000000000000e+02,1.644888170044548401e-08,1.651322335311003823e-08,1.633654807793618058e-08,1.640079070564074663e-08
2.870000000000000000e+02,1.651601787168657829e-08,1.658041894906181897e-08,1.640368221309853780e-08,1.646798395993585824e-08
2.880000000000000000e+02,1.658316883074781996e-08,1.664762952568876950e-08,1.647083115216580765e-08,1.653519221324630875e-08
2.890000000000000000e+02,1.665033471791620534e-08,1.671485522216191689e-08,1.653799503523112510e-08,1.660241560451630573e-08
2.900000000000000000e+02,1.671751567021709141e-08,1.678209617440726202e-08,1.660517399912918529e-08,1.666965426944881897e-08
2.910000000000000000e+02,1.678471182148084342e-08,1.684935251517209293e-08,1.667236817750281840e-08,1.673690834057183110e-08
2.920000000000000000e+02,1.685192330240808951e-08,1.691662437408993506e-08,1.673957770086819130e-08,1.680417794730319510e-08
2.930000000000000000e+02,1.691915024063362208e-08,1.698391187774412837e-08,1.680680269667863610e-08,1.687146321601415851e-08
2.940000000000000000e+02,1.698639276078891937e-08,1.705121514973008423e-08,1.687404328938711226e-08,1.693876427009150451e-08
2.950000000000000000e+02,1.705365098456336019e-08,1.711853431071614940e-08,1.694129960050736497e-08,1.700608122999839937e-08
2.960000000000000000e+02,1.712092503076413490e-08,1.718586947850329866e-08,1.700857174867375678e-08,1.707341421333393618e-08
2.970000000000000000e+02,1.718821501537493227e-08,1.725322076808348417e-08,1.707585984969992799e-08,1.714076333489150402e-08
2.980000000000000000e+02,1.725552105161332263e-08,1.732058829169678037e-08,1.714316401663609043e-08,1.720812870671580061e-08
2.990000000000000000e+02,1.732284324998700946e-08,1.738797215888736431e-08,1.721048435982525922e-08,1.727551043815876951e-08
3.000000000000000000e+02,1.739018171834882696e-08,1.745537247655825508e-08,1.727782098695815111e-08,1.734290863593426685e-08
